2014-12-14,"Manchester Utd","FC Liverpool","Premier League",1.85,3.6,4.5,2,3,0,0,1
2014-12-14,"Swansea City","Tottenham Hotspur","Premier League",2.4,3.4,3,0,1,1,2,2
2014-12-15,"Everton FC","Queens Park Rangers","Premier League",1.45,4.75,7,2,3,0,1,1
2014-12-20,"Manchester City","Crystal Palace","Premier League",1.3,5.5,11,0,3,0,0,1
2014-12-20,"Hull City","Swansea City","Premier League",3.1,3.25,2.45,0,0,1,1,2
2014-12-20,"Southampton FC","Everton FC","Premier League",2.5,3.4,2.9,1,3,0,0,1
2014-12-20,"Aston Villa","Manchester Utd","Premier League",5.5,3.9,1.67,1,1,0,1,x
2014-12-20,"Queens Park Rangers","West Bromwich Albion","Premier League",2.5,3.3,3,1,3,2,2,1
2014-12-20,"West Ham United","Leicester City","Premier League",1.7,3.9,5.25,1,2,0,0,1
2014-12-20,"Tottenham Hotspur",Burnley,"Premier League",1.45,4.25,6.75,2,2,1,1,1
2014-12-21,"Newcastle United",Sunderland,"Premier League",2.1,3.4,3.75,0,0,0,1,2
2014-12-21,"FC Liverpool","FC Arsenal","Premier League",2.75,3.4,2.65,1,2,1,2,x
2014-12-22,"Stoke City","FC Chelsea","Premier League",6,3.85,1.62,0,0,1,2,2
2014-12-26,"FC Chelsea","West Ham United","Premier League",1.34,5,8,1,2,0,0,1
2014-12-26,"Everton FC","Stoke City","Premier League",1.85,3.4,4.25,0,0,1,1,2
2014-12-26,"Leicester City","Tottenham Hotspur","Premier League",3.1,3.3,2.25,0,1,1,2,2
2014-12-26,"Manchester Utd","Newcastle United","Premier League",1.4,4.5,7.75,2,3,0,1,1
2014-12-26,Burnley,"FC Liverpool","Premier League",4.75,3.6,1.72,0,0,0,1,2
2014-12-26,"Crystal Palace","Southampton FC","Premier League",3.4,3.25,2.15,0,1,1,3,2
2014-12-26,"Swansea City","Aston Villa","Premier League",1.7,3.5,5,1,1,0,0,1
2014-12-26,"West Bromwich Albion","Manchester City","Premier League",4.75,4.1,1.62,0,1,3,3,2
2014-12-26,Sunderland,"Hull City","Premier League",2.05,3.2,3.75,1,1,1,3,2
2014-12-26,"FC Arsenal","Queens Park Rangers","Premier League",1.29,5.5,9.25,1,2,0,1,1
2014-12-28,"Tottenham Hotspur","Manchester Utd","Premier League",2.9,3.4,2.5,0,0,0,0,x
2014-12-28,"Southampton FC","FC Chelsea","Premier League",4,3.4,2,1,1,1,1,x
2014-12-28,"Hull City","Leicester City","Premier League",2.62,3.2,2.9,0,0,1,1,2
2014-12-28,"Aston Villa",Sunderland,"Premier League",2.3,3.1,3.2,0,0,0,0,x
2014-12-28,"Stoke City","West Bromwich Albion","Premier League",2.15,3.25,3.7,0,2,0,0,1
2014-12-28,"West Ham United","FC Arsenal","Premier League",3.6,3.5,2.1,0,1,2,2,2
2014-12-28,"Manchester City",Burnley,"Premier League",1.18,6.5,14.5,2,2,0,2,x
2014-12-28,"Queens Park Rangers","Crystal Palace","Premier League",2.55,3.2,3,0,0,0,0,x
2014-12-28,"Newcastle United","Everton FC","Premier League",2.62,3.3,2.8,1,3,1,2,1
2014-12-29,"FC Liverpool","Swansea City","Premier League",1.72,3.8,5,1,4,0,1,1
2015-01-10,Sunderland,"FC Liverpool","Premier League",4.2,3.6,1.8,0,0,1,1,2
2015-01-10,"Everton FC","Manchester City","Premier League",4.5,3.4,1.8,0,1,0,1,x
2015-01-10,Burnley,"Queens Park Rangers","Premier League",2.35,3.25,2.95,2,2,1,1,1
2015-01-10,"FC Chelsea","Newcastle United","Premier League",1.25,5.25,12.5,1,2,0,0,1
2015-01-10,"Leicester City","Aston Villa","Premier League",2.4,3.2,2.95,1,1,0,0,1
2015-01-10,"Swansea City","West Ham United","Premier League",2.15,3.4,3.2,0,1,1,1,x
2015-01-10,"West Bromwich Albion","Hull City","Premier League",1.95,3.4,3.8,0,1,0,0,1
2015-01-10,"Crystal Palace","Tottenham Hotspur","Premier League",3.5,3.4,2.05,0,2,0,1,1
2015-01-11,"FC Arsenal","Stoke City","Premier League",1.42,4.4,7,2,3,0,0,1
2015-01-11,"Manchester Utd","Southampton FC","Premier League",1.67,4,4.6,0,0,0,1,2
2015-01-17,"Tottenham Hotspur",Sunderland,"Premier League",1.57,4,5.5,1,2,1,1,1
2015-01-17,"Swansea City","FC Chelsea","Premier League",6.25,3.9,1.53,0,0,4,5,2
2015-01-17,Burnley,"Crystal Palace","Premier League",2.4,3.3,2.85,2,2,1,3,2
2015-01-17,"Aston Villa","FC Liverpool","Premier League",4.25,3.4,1.85,0,0,1,2,2
2015-01-17,"Queens Park Rangers","Manchester Utd","Premier League",5,4.1,1.6,0,0,0,2,2
2015-01-17,"Leicester City","Stoke City","Premier League",2.6,3.25,2.65,0,0,0,1,2
2015-01-17,"Newcastle United","Southampton FC","Premier League",3.3,3.3,2.15,1,1,1,2,2
2015-01-18,"West Ham United","Hull City","Premier League",1.72,3.6,4.75,0,3,0,0,1
2015-01-18,"Manchester City","FC Arsenal","Premier League",1.8,3.7,4.1,0,0,1,2,2
2015-01-19,"Everton FC","West Bromwich Albion","Premier League",1.8,3.5,4.33,0,0,0,0,x
2015-01-31,"Hull City","Newcastle United","Premier League",2.62,3.1,3,0,0,1,3,2
2015-01-31,"West Bromwich Albion","Tottenham Hotspur","Premier League",2.75,3.2,2.75,0,0,2,3,2
2015-01-31,"Crystal Palace","Everton FC","Premier League",2.62,3.3,2.8,0,0,1,1,2
2015-01-31,"FC Liverpool","West Ham United","Premier League",1.65,4,5.5,0,2,0,0,1
2015-01-31,"Manchester Utd","Leicester City","Premier League",1.36,5,7.5,3,3,0,1,1
2015-01-31,"Stoke City","Queens Park Rangers","Premier League",1.75,3.5,4.6,2,3,1,1,1
2015-01-31,Sunderland,Burnley,"Premier League",2.3,3.2,3.1,2,2,0,0,1
2015-01-31,"FC Chelsea","Manchester City","Premier League",2.2,3.4,3.4,1,1,1,1,x
2015-02-01,"FC Arsenal","Aston Villa","Premier League",1.29,6,10,1,5,0,0,1
2015-02-01,"Southampton FC","Swansea City","Premier League",1.67,3.9,5.5,0,0,0,1,2
2014-11-21,"FC Metz","Paris Saint-Germain","Ligue 1",5.75,4.1,1.53,0,2,2,3,2
2014-11-22,"SC Bastia","Olympique Lyon","Ligue 1",3.6,3.3,2.05,0,0,0,0,x
2014-11-22,"FC Lorient","RC Lens","Ligue 1",1.9,3.2,4.4,1,1,0,0,1
